Coordinates,County,State,Latitude,Longitude,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,ZIP,Population (2020 census),Area (mi^2),Density (Population/mi^2),"Total Population Change, Annual Change, July 1, 2021 to July 1, 2022","Total Population Change, Cumulative Change, April 1, 2020 to July 1, 2022",Population Change Percent 2021-2022,"Assault crimes per 1,000","Robbery crimes per 1,000","Rape crimes per 1,000","Murder crimes per 1,000","Theft crimes per 1,000","Vehicle_Theft crimes per 1,000","Burglary crimes per 1,000","Arson crimes per 1,000","Kidnapping crimes per 1,000","Drug_Crimes crimes per 1,000","Vandalism crimes per 1,000","Identity_Theft crimes per 1,000","Animal_Cruelty crimes per 1,000","Total_Violent_Crime_Value crimes per 1,000",Total_Violent_Crime_Grade,"Total_Property_Crime_Value crimes per 1,000",Total_Property_Crime_Grade,Total_Other_Rate_Value,Total_Other_Rate_Grade,Median Home Price Q1 2023,Monthly Payment Q1 2023,Monthly Payment Q1 2022,Percent Change in Monthly Payment,Average_S8_Rent,S8 rent - Mortgage Payment,Landlord Friendly,Investment_Score,Investment Rank,S8 rent - Mortgage Payment_log_transformed,"Total_Violent_Crime_Value crimes per 1,000_log_transformed",Population (2020 census)_log_transformed
"31.4076037932, -88.2078768076",Washington County,AL,31.40760379,-88.20787681,661,712,883,1075,1252,36529,15388,1080.21,14.245,-112,-266,-0.728,6.31,1.142,0.4215,0.0709,4.031,2.73,8.041,0.0466,0.3193,0.2016,20.31,1.02,0.0513,7.945,D,14.85,A,21.9,D,147841,830,450,84.444,916.6,86.6,Landlord Friendly,8.786090179,342,8.652737557,2.250343981,9.658481754
"31.9892401922, -87.3082017869",Wilcox County,AL,31.98924019,-87.30820179,675,686,892,1086,1198,36435,10600,888.5,11.93,-272,-542,-2.566,10.07,1.166,0.4577,0.1086,169,0.8179,14.09,0.1268,1.643,11.07,37.11,0.9124,0.2083,11.81,F,184,F,50.94,F,96441,541,343,57.726,907.4,366.4,Landlord Friendly,8.917186423,159,8.700447646,2.591965722,9.293393927
"34.1492251125, -87.3736834128",Winston County,AL,34.14922511,-87.37368341,560,562,740,1014,1018,35503,23540,612.98,38.403,83,211,0.353,3.268,0.7631,0.3976,0.053,13.44,0.3606,7.487,0.0515,0.1922,2.419,10.03,0.8086,0.0068,4.482,B+,21.34,B-,13.45,B-,139098,781,446,75.112,778.8,-2.2,Landlord Friendly,8.802274251,311,8.637107288,1.796415281,10.07769293
"34.2908080523, -91.3749047506",Arkansas County,AR,34.29080805,-91.37490475,509,578,761,926,1110,72003,17149,1033.79,16.588,-171,-638,-0.997,2.914,1.019,0.7255,0.085,24.71,1.287,6.386,0.0479,0.2045,2.397,19.08,1.099,0.0095,4.743,B,32.43,C-,22.79,D-,150459,844,504,67.46,776.8,-67.2,Landlord Friendly,8.666612007,474,8.625509335,1.838802076,9.765087183
"33.1912219797, -91.7684475565",Ashley County,AR,33.19122198,-91.76844756,594,597,720,876,1226,71640,19062,939.08,20.299,-295,-710,-1.548,7.66,0.6586,0.7888,0.0737,111.3,1.882,12.19,0.1049,0.2158,1.676,17.41,0.9257,0.175,9.181,D-,125.5,F,20.4,D,102897,577,390,47.949,802.6,225.6,Landlord Friendly,8.873657791,210,8.67672366,2.372763928,9.869310101
"36.2871782318, -92.3369721117",Baxter County,AR,36.28717823,-92.33697211,599,603,794,981,1130,72626,41627,586.74,70.946,264,802,0.634,3.223,0.0704,0.7229,0.0441,11.07,0.8252,8.493,0.0781,0.1722,1.472,16.08,0.7434,0.0069,4.06,A-,20.47,B,18.47,D+,182474,1024,688,48.837,821.4,-202.6,Landlord Friendly,8.640792645,500,8.600909144,1.723837453,10.64287403
"36.3387382969, -94.2561015344",Benton County,AR,36.3387383,-94.25610153,720,764,930,1322,1582,72756,284333,884.86,321.331,8526,18534,2.999,4.993,0.3639,0.7432,0.0488,14.65,5.197,5.856,0.0624,0.2432,2.463,13.28,0.785,0.0047,6.149,C,25.76,C+,16.77,C-,363855,2042,1182,72.758,1063.6,-978.4,Landlord Friendly,8.088141145,1068,8.446942386,2.040570767,12.55883645
"36.3085986469, -93.0915633723",Boone County,AR,36.30859865,-93.09156337,539,594,720,1023,1084,72682,37373,601.82,62.1,394,912,1.054,6.791,0.2275,0.7384,0.0468,59.25,1.846,8.39,0.0467,0.1711,1.215,8.51,0.7564,0.0055,7.804,D,69.53,D-,10.66,B,175887,987,651,51.613,792,-195,Landlord Friendly,8.653286738,485,8.602306101,2.235376343,10.53579603
"33.4664224376, -92.1624016443",Bradley County,AR,33.46642244,-92.16240164,539,568,720,1005,1226,71651,10545,654.38,16.114,-197,-405,-1.868,4.168,1.277,0.7389,0.0503,7.869,1.663,5.639,0.0752,0.2664,1.002,18.07,1.068,0.0341,6.234,C,15.25,A,20.44,D,103556,581,448,29.688,811.6,230.6,Landlord Friendly,8.873480582,211,8.677575841,2.051556338,9.288319413
"36.3410829938, -93.5381811083",Carroll County,AR,36.34108299,-93.53818111,485,552,726,884,975,72611,28260,638.81,44.239,262,482,0.927,6.693,0.6224,0.7115,0.0506,8.219,1.092,7.869,0.0436,0.0958,1.354,10.6,0.7566,0.0055,8.077,D,17.22,A-,12.81,B-,203422,1142,734,55.586,724.4,-417.6,Landlord Friendly,8.450794823,697,8.560559147,2.264156066,10.25857123
"33.2672553197, -91.2939728213",Chicot County,AR,33.26725532,-91.29397282,543,547,720,976,1226,71640,10208,690.88,14.775,-198,-339,-1.94,7.66,0.6586,0.7888,0.0737,111.3,1.882,12.19,0.1049,0.2158,1.676,17.41,0.9257,0.175,9.181,D-,125.5,F,20.4,D,93411,524,348,50.575,802.4,278.4,Landlord Friendly,8.898178405,186,8.68568624,2.372763928,9.256651275
"33.8983618624, -92.1851454385",Cleveland County,AR,33.89836186,-92.18514544,580,619,815,1026,1095,71652,7550,598.8,12.609,-23,-81,-0.305,3.731,1.187,0.7342,0.0459,42.63,1.869,8.413,0.0556,0.1502,2.651,9.982,0.93,0.0042,5.698,C+,52.97,D-,13.72,C+,100764,565,465,21.505,827,262,Landlord Friendly,8.986688221,89,8.682910999,1.98017354,8.963928194
"33.2142871374, -93.227308885",Columbia County,AR,33.21428714,-93.22730889,543,547,720,964,967,71764,22801,766.86,29.733,-294,-582,-1.289,5.799,1.084,0.7721,0.0581,16.79,1.45,9.82,0.0987,0.2149,1.262,8.894,0.9506,0.1826,7.714,D,28.16,C,11.5,B,140051,786,449,75.056,748.2,-37.8,Landlord Friendly,8.66723768,472,8.630771845,2.225704049,10.0461583
"35.2622207059, -92.7013072101",Conway County,AR,35.26222071,-92.70130721,539,547,720,1002,1105,72823,20715,566.66,36.556,135,337,0.652,3.151,0.1967,0.6953,0.0516,12.68,0.9037,7.574,0.0501,0.2218,1.915,4.571,0.7536,0.0044,4.094,A-,21.21,B,7.466,A-,153884,864,581,48.709,782.6,-81.4,Landlord Friendly,8.748708762,397,8.622957625,1.729884066,9.951372545
"35.8307887047, -90.632841255",Craighead County,AR,35.8307887,-90.63284126,562,665,840,1088,1431,72450,111231,712.98,156.009,1229,1784,1.105,4.545,0.3672,0.7032,0.0456,10.62,1.05,6.974,0.0414,0.1663,0.9337,7.342,0.7548,0.0054,5.661,C+,18.68,B+,9.202,B+,217874,1223,742,64.825,917.2,-305.8,Landlord Friendly,8.571122059,578,8.581744212,1.975052776,11.62175296
"35.5884840734, -94.2429568096",Crawford County,AR,35.58848407,-94.24295681,601,605,797,1102,1270,72955,60133,604.2,99.525,652,945,1.084,6.376,0.9334,0.7278,0.0606,8.728,6.033,5.748,0.0818,0.302,6.713,5.537,0.7404,0.0055,8.098,D-,20.59,B,13.3,B-,180912,1015,649,56.394,875,-140,Landlord Friendly,8.699421887,438,8.612357906,2.26633596,11.00872783
"35.2079371348, -90.3088719897",Crittenden County,AR,35.20793713,-90.30887199,800,902,1032,1365,1584,72331,48163,636.74,75.64,-414,-1108,-0.86,12.64,0.6636,0.7673,0.2224,20.65,1.115,11.46,0.1094,0.7481,3.943,36.89,0.7954,0.2163,14.29,F,33.34,D+,42.59,F,175213,983,656,49.848,1136.6,153.6,Landlord Friendly,8.791137245,330,8.664371046,2.762285829,10.78785409
"35.2957261162, -90.771226853",Cross County,AR,35.29572612,-90.77122685,554,561,739,1034,1259,72331,16833,622.33,27.048,-92,-229,-0.547,12.64,0.6636,0.7673,0.2224,20.65,1.115,11.46,0.1094,0.7481,3.943,36.89,0.7954,0.2163,14.29,F,33.34,D+,42.59,F,112383,631,429,47.086,829.4,198.4,Landlord Friendly,8.87514011,208,8.672075032,2.762285829,9.746775261
"33.8333331807, -91.2539442656",Desha County,AR,33.83333318,-91.25394427,539,566,720,979,1226,71670,11395,819.52,13.904,-279,-624,-2.448,4.394,0.7506,0.7393,0.0559,23.24,1.776,8.794,0.0442,0.1772,3.531,5.738,1.172,0.0298,5.94,C,33.86,D+,10.65,B,111724,627,422,48.578,806,179,Landlord Friendly,8.797825389,322,8.668746215,2.013034609,9.36400522
"33.5894557062, -91.720023319",Drew County,AR,33.58945571,-91.72002332,570,578,761,933,1112,71655,17350,835.65,20.762,-159,-437,-0.916,3.576,0.5154,0.7396,0.053,19.54,1.332,9.438,0.0399,0.1674,1.455,8.533,0.8734,0.1054,4.884,B,30.35,C-,11.13,B,136889,768,523,46.845,790.8,22.8,Landlord Friendly,8.749700898,394,8.641532466,1.860974538,9.776562859
"35.1469781265, -92.332041157",Faulkner County,AR,35.14697813,-92.33204116,791,805,920,1227,1468,72047,123498,664.01,185.988,2020,4167,1.636,3.966,0.0935,0.7127,0.0585,7.329,0.9813,5.506,0.0349,0.4643,0.6453,3.691,0.7428,0.0053,4.831,B,13.85,A+,5.548,A+,261939,1470,796,84.673,1042.2,-427.8,Landlord Friendly,8.485134094,659,8.558603813,1.852697767,11.72613181
"36.3816695474, -91.8182352994",Fulton County,AR,36.38166955,-91.8182353,481,547,720,1000,1167,72538,12075,620.32,19.466,226,305,1.872,2.653,1.136,0.7309,0.046,7.743,1.319,8.578,0.0602,0.1444,0.9945,16.55,0.7571,0.0064,4.566,B,17.7,A-,18.46,D+,116072,651,432,50.694,783,132,Landlord Friendly,9.000615888,80,8.66063531,1.810254052,9.420682331
"34.5767017575, -93.150399652",Garland County,AR,34.57670176,-93.15039965,646,673,879,1088,1424,71964,100180,734.57,136.379,-297,-83,-0.296,3.028,0.1754,0.7005,0.052,9.954,3.094,5.39,0.0261,0.3003,0.9226,2.412,0.7606,0.0037,3.956,A-,18.46,A-,4.399,A+,215372,1209,739,63.599,942,-267,Landlord Friendly,8.5323763,615,8.588992787,1.705111663,11.51737555
"34.2900177408, -92.4235830486",Grant County,AR,34.29001774,-92.42358305,679,691,789,1005,1256,72065,17958,633.01,28.369,11,194,0.061,2.755,0.4608,0.6934,0.0447,9.065,1.095,4.152,0.0472,0.2139,1.994,11.52,0.7795,0.0231,3.954,A-,14.36,A+,14.53,C+,159981,898,616,45.779,884,-14,Landlord Friendly,8.764800507,371,8.635011782,1.704748092,9.810494686
"33.7353045888, -93.6684431539",Hempstead County,AR,33.73530459,-93.66844315,575,583,768,998,1238,71801,20065,741.36,27.065,-226,-609,-1.126,4.412,1.678,0.7684,0.3388,16.81,3.114,14.52,1.617,0.7434,2.114,125.1,0.7914,0.1085,7.197,D+,36.05,D+,128.8,F,122528,688,449,53.229,832.4,144.4,Landlord Friendly,8.831549045,265,8.662781605,2.16825338,9.919902094
"34.3176480082, -92.9460691759",Hot Spring County,AR,34.31764801,-92.94606918,535,557,733,977,1193,71929,33040,622.16,53.105,95,157,0.288,3.957,0.0837,0.7142,0.0452,13.92,3.683,4.024,0.0331,0.2282,1.369,4.997,0.7731,0.0041,4.8,B,21.66,B,7.371,A,134781,756,524,44.275,799,43,Landlord Friendly,8.837706553,257,8.645093761,1.847824693,10.41349284
"34.0887429323, -93.9934933573",Howard County,AR,34.08874293,-93.99349336,489,563,720,882,967,71971,12785,595.2,21.48,-119,-227,-0.931,1.759,0.4101,0.7825,0.1107,10.05,1.325,9.721,0.0688,0.115,2.316,14.59,1.094,0.0077,3.063,A+,21.16,B,18.12,C-,141763,796,517,53.965,724.2,-71.8,Landlord Friendly,8.680877695,456,8.624683438,1.528010914,9.476620038
"35.7415534129, -91.5697116529",Independence County,AR,35.74155341,-91.56971165,544,552,726,950,975,72521,37938,771.57,49.17,203,14,0.535,4.908,0.3779,0.7255,0.046,44.23,3.855,9.327,0.0519,0.408,1.161,10.03,0.766,0.0057,6.057,C,57.46,D-,12.37,B-,131882,740,501,47.705,749.4,9.4,Landlord Friendly,8.820431893,282,8.639163006,2.028542906,10.5506955
"36.0948699143, -91.9134102959",Izard County,AR,36.09486991,-91.9134103,539,585,720,929,1024,72556,13577,584.02,23.247,120,474,0.884,6.68,0.3644,0.7543,0.0533,12.77,0.9058,9.308,0.0667,0.2324,1.432,8.818,0.8152,0.0051,7.852,D,23.05,B-,11.3,B,115809,650,419,55.131,759.4,109.4,Landlord Friendly,8.913317106,165,8.656711626,2.240496901,9.535534969
"35.5701227411, -93.4598811569",Johnson County,AR,35.57012274,-93.45988116,547,555,730,970,981,72839,25749,682.74,37.714,24,252,0.093,2.877,0.1337,0.8012,0.0892,7.775,1.48,9.703,0.0296,0.3555,3.442,3.169,1.094,0.0382,3.902,A-,18.99,B+,8.098,A-,142686,801,550,45.636,756.6,-44.4,Landlord Friendly,8.756036917,387,8.629592874,1.695248569,10.16642857
"33.2409810885, -93.6070389924",Lafayette County,AR,33.24098109,-93.60703899,539,547,720,876,1024,71861,6308,545.07,11.573,-54,-210,-0.856,5.784,1.016,0.7509,0.0695,11.29,1.371,3.74,0.0965,0.2303,3.605,8.303,0.8861,0.0087,7.62,D,16.5,A,13.03,B-,80104,450,311,44.695,741.2,291.2,Landlord Friendly,8.982818319,93,8.687846943,2.215500986,8.790877754
"33.9574736745, -91.7333211971",Lincoln County,AR,33.95747367,-91.7333212,580,619,815,1026,1095,71675,12941,572.17,22.617,-235,-20,-1.816,3.281,0.6193,0.7345,0.0586,26.14,2.043,8.023,0.0469,0.3659,0.7723,9.145,0.7577,0.0785,4.694,B,36.25,D+,11.12,B,96155,540,466,15.88,827,287,Landlord Friendly,8.933861105,138,8.687138477,1.830980182,9.488502271
"33.7005398883, -94.2343408793",Little River County,AR,33.70053989,-94.23434088,543,547,720,1023,1226,71865,12026,564.87,21.29,-133,-207,-1.106,6.832,0.2576,0.7103,0.0437,7.655,3.788,9.444,0.057,0.2651,0.1693,16.85,1.094,0.0094,7.844,D,20.94,B,18.39,D+,114227,641,396,61.869,811.8,170.8,Landlord Friendly,8.853841952,237,8.66733585,2.239645293,9.416703923
"35.2153385104, -93.7162169926",Logan County,AR,35.21533851,-93.71621699,507,637,720,996,1016,72855,21131,731.5,28.887,46,121,0.218,5.469,0.6244,0.7292,0.0457,10.24,1.802,9.462,0.0596,0.1676,2.112,7.665,0.7515,0.004,6.868,D+,21.57,B,10.7,B,140182,787,514,53.113,775.2,-11.8,Landlord Friendly,8.773312531,359,8.635402803,2.129896985,9.971006004
"34.7542368128, -91.8887898981",Lonoke County,AR,34.75423681,-91.8887899,791,805,920,1227,1468,72083,74015,802.43,92.239,459,1215,0.62,2.698,0.1893,0.7346,0.0549,8.72,0.8869,6.306,0.0466,0.1179,0.1559,17.74,1.094,0.0037,3.677,A,15.96,A,19.11,D+,213266,1197,796,50.377,1042.2,-154.8,Landlord Friendly,8.66497421,475,8.609662977,1.653071949,11.21561048
"33.3121471783, -93.8915614277",Miller County,AR,33.31214718,-93.89156143,704,709,890,1109,1444,71837,42600,637.48,66.826,53,-43,0.124,3.352,0.3538,0.7392,0.0668,16.31,2.08,7.315,0.0657,0.2719,0.6704,13.83,0.7936,0.0083,4.511,B+,25.77,C+,15.57,C,148118,831,577,44.021,971.2,140.2,Landlord Friendly,8.899934876,183,8.66205515,1.801214628,10.66583425
"33.6639660687, -93.3071433023",Nevada County,AR,33.66396607,-93.3071433,616,625,823,1002,1171,71858,8310,620.78,13.386,-14,-134,-0.168,2.345,0.7379,0.742,0.0481,42.45,1.771,10.68,0.0462,0.2074,2.553,14.31,0.9473,0.1081,3.873,A-,54.95,D-,18.13,C-,93674,526,340,54.706,847.4,321.4,Landlord Friendly,9.054489553,47,8.692926426,1.689911297,9.056722883
"35.9199743544, -93.2178669264",Newton County,AR,35.91997435,-93.21786693,539,605,720,884,1226,72641,7225,823.18,8.777,-86,-147,-1.19,7.207,0.5922,0.7358,0.0553,15.55,1.795,10.54,0.0673,1.35,6.858,16.94,1.087,0.0105,8.59,D-,27.96,C,26.25,F,193936,1088,650,67.385,794.8,-293.2,Landlord Friendly,8.430397223,718,8.584103897,2.316093443,8.921457579
"33.5933550412, -92.8819343531",Ouachita County,AR,33.59335504,-92.88193435,624,630,720,964,967,71701,22650,739.63,30.623,-295,-599,-1.302,5.665,0.6395,0.7484,0.0565,45.15,1.179,10.5,0.0686,0.2982,2.447,8.895,0.8722,0.1209,7.11,D+,56.89,D-,12.63,B-,103819,583,393,48.346,781,198,Landlord Friendly,8.876941286,206,8.672006509,2.158252722,10.03959064
"34.42829125, -90.8480221032",Phillips County,AR,34.42829125,-90.8480221,539,554,720,1023,1226,72374,16568,727.29,22.78,-518,-1272,-3.127,4.648,0.9539,0.7567,0.1837,20.11,0.9698,11.5,0.0548,0.8399,3.434,3.086,0.8136,0.1248,6.542,C-,32.64,C-,8.299,A-,96705,543,413,31.477,812.4,269.4,Landlord Friendly,8.839551531,252,8.684164196,2.090381482,9.73115593
"35.5740321244, -90.6629400421",Poinsett County,AR,35.57403212,-90.66294004,543,547,720,892,967,72377,22965,763.39,30.083,-235,-470,-1.023,4.795,0.0406,0.7147,0.2151,6.443,0.7981,9.544,0.045,0.066,1.42,19.89,1.184,0.0026,5.765,C+,16.83,A,22.56,D-,100708,565,402,40.547,733.8,168.8,Landlord Friendly,8.878154787,204,8.666991557,1.989380063,10.05324287
"34.4858849277, -94.2280604373",Polk County,AR,34.48588493,-94.22806044,505,579,756,920,1115,71953,19221,862.42,22.287,6,114,0.031,4.046,0.5813,0.714,0.0457,13.33,3.635,8.855,0.077,0.1936,1.221,11.51,0.8266,0.0062,5.387,C+,25.9,C+,13.76,C+,142422,799,530,50.755,775,-24,Landlord Friendly,8.758844008,379,8.633232485,1.93629262,9.877502856
"35.447636026, -93.0341542751",Pope County,AR,35.44763603,-93.03415428,560,596,748,1054,1092,72802,63381,830.79,76.29,309,680,0.488,3.998,0.2706,0.7026,0.058,23.87,1.626,5.984,0.0468,0.1504,1.574,5.283,0.7792,0.0031,5.029,B-,31.52,C-,7.789,A-,174437,979,660,48.333,810,-169,Landlord Friendly,8.662061604,476,8.607070458,1.883274578,11.06110747
"34.8297827954, -91.5527759528",Prairie County,AR,34.8297828,-91.55277595,561,569,749,912,1065,72064,8282,675.76,12.256,-25,-215,-0.302,2.46,0.3107,0.7267,0.0475,7.617,0.8652,10.12,0.0372,0.2844,0.7375,14.81,0.8688,0.0035,3.544,A,18.64,B+,16.7,C-,105664,593,367,61.58,771.2,178.2,Landlord Friendly,8.929358978,145,8.668608706,1.627277831,9.053452616
"34.7699753373, -92.3119257562",Pulaski County,AR,34.76997534,-92.31192576,791,805,920,1227,1468,72114,399125,807.84,494.064,1076,28,0.27,7.826,1.349,0.8766,0.082,41.31,1.796,13.08,0.1335,0.2119,3.75,16.44,0.8886,0.1944,10.13,F,56.32,D-,21.48,D-,228124,1280,849,50.766,1042.2,-237.8,Landlord Friendly,8.614999293,524,8.594413458,2.457535453,12.89769617
"34.6466183905, -92.676575561",Saline County,AR,34.64661839,-92.67657556,791,805,920,1227,1468,72011,123416,730.46,168.957,2038,3933,1.651,3.628,0.2298,0.6689,0.0464,7.144,0.9322,3.958,0.0448,0.1435,0.7549,3.176,0.779,0.0035,4.573,B,12.08,A+,4.857,A+,253357,1422,901,57.825,1042.2,-379.8,Landlord Friendly,8.528365914,622,8.567772231,1.811398684,11.72546903
"34.8607684689, -94.0632792993",Scott County,AR,34.86076847,-94.0632793,539,547,720,911,1024,72841,9836,898.09,10.952,10,-28,0.102,2.314,0.5833,0.7885,0.0646,32.66,1.692,8.466,0.0615,0.1644,1.757,16.5,1.094,0.0079,3.75,A-,42.88,D,19.52,D+,108299,608,419,45.107,748.2,140.2,Landlord Friendly,8.918923938,157,8.66205515,1.666951819,9.220488703
"35.9109060184, -92.6995245166",Searcy County,AR,35.91090602,-92.69952452,539,547,720,930,1024,72645,7828,668.51,11.71,38,87,0.485,5.315,0.292,0.7396,0.0642,9.231,4.199,8.2,0.1042,0.2203,2.77,14.2,0.9658,0.0072,6.411,C-,21.73,B,18.16,C-,133727,750,506,48.221,752,2,Landlord Friendly,8.801863227,313,8.637852088,2.074052044,8.998878325
"35.1993218755, -94.2741206259",Sebastian County,AR,35.19932188,-94.27412063,601,605,797,1102,1270,72936,127799,546.04,234.047,634,1259,0.496,4.052,0.1379,0.6878,0.0469,34.5,2.924,4.402,0.0586,0.1695,2.599,8.751,0.8226,0.0037,4.925,B-,41.89,D,12.35,B-,201670,1132,702,61.254,875,-257,Landlord Friendly,8.600466578,539,8.590852492,1.867330656,11.76029323
"33.9972551652, -94.2412727038",Sevier County,AR,33.99725517,-94.2412727,539,600,720,962,1030,71832,15839,581.35,27.245,-23,-158,-0.145,3.067,0.4741,0.7186,0.0589,15.64,6.962,8.171,0.0748,0.1224,2.537,12.92,0.8334,0.0127,4.319,B+,30.85,C-,16.43,C,124109,696,486,43.21,770.2,74.2,Landlord Friendly,8.843323708,246,8.650569572,1.769002482,9.686885062
"36.1611646374, -91.4798585278",Sharp County,AR,36.16116464,-91.47985853,525,571,720,879,1126,72577,17271,606.35,28.484,150,530,0.869,8.909,0.1688,0.7333,0.0505,113.9,1.839,9.525,0.0599,1.013,1.52,18.61,0.8587,0.0126,9.861,F,125.3,F,22.01,D-,101448,569,385,47.792,764.2,195.2,Landlord Friendly,8.979365441,96,8.671526712,2.434227202,9.772068214
"35.0219948491, -90.7478115543",St. Francis County,AR,35.02199485,-90.74781155,571,575,720,1023,1041,72326,23090,642.4,35.943,-250,-638,-1.083,4.749,1.003,0.7016,0.2255,50.61,0.993,9.824,0.0403,0.2167,1.391,11.27,0.9356,0.1073,6.679,C-,61.46,D-,13.92,C+,89722,504,333,51.351,786,282,Landlord Friendly,8.966249522,113,8.68629441,2.107178297,10.05860919
"35.8598655553, -92.1567129536",Stone County,AR,35.85986556,-92.15671295,539,547,720,1023,1024,72153,12359,609.43,20.28,143,217,1.157,4.523,0.3036,0.732,0.0452,28.93,1.355,10.14,0.1084,0.1698,2.126,5.792,0.9615,0.012,5.603,C+,40.53,D,9.06,B+,160208,899,695,29.353,770.6,-128.4,Landlord Friendly,8.725095182,411,8.614465082,1.966972487,9.443434254
"33.171357538, -92.5972913761",Union County,AR,33.17135754,-92.59729138,638,642,764,1068,1095,71759,39054,1055.27,37.009,-612,-1297,-1.567,3.138,0.1653,0.6861,0.0495,15.08,0.7972,6.796,0.0738,0.1815,1.626,5.598,0.8072,0.0041,4.039,A-,22.75,B-,8.217,A-,117521,660,459,43.791,841.4,181.4,Landlord Friendly,8.858771986,231,8.669158628,1.720084433,10.57948857
"35.580655379, -92.5156877897",Van Buren County,AR,35.58065538,-92.51568779,500,547,720,879,967,72013,15796,724.32,21.808,351,305,2.222,4.261,0.1593,0.7189,0.047,28.9,1.979,6.53,0.0526,0.2574,0.8234,12.49,0.8784,0.0072,5.186,B-,37.46,D+,14.46,C+,140446,788,540,45.926,722.6,-65.4,Landlord Friendly,8.847427285,243,8.625832327,1.906872276,9.684211513
"35.2562753346, -91.7455472673",White County,AR,35.25627533,-91.74554727,503,596,739,998,1246,72081,76822,1042.36,73.7,598,933,0.778,3.967,0.092,0.6971,0.0453,9.611,0.8194,6.424,0.0514,0.1657,0.7798,9.223,0.74,0.0038,4.801,B,16.91,A,10.91,B,198679,1115,641,73.947,816.4,-298.6,Landlord Friendly,8.563334576,587,8.583093285,1.84798226,11.25270291
"35.1863303424, -91.2430822004",Woodruff County,AR,35.18633034,-91.2430822,539,547,720,951,1024,72396,6269,594.05,10.553,-104,-227,-1.659,3.103,0.4289,0.7089,0.1948,14,0.8142,7.554,0.0335,0.1342,3.622,8.86,0.7792,0.0881,4.435,B+,22.4,B-,13.48,B-,101184,568,380,49.474,756.2,188.2,Landlord Friendly,8.861432406,229,8.670326211,1.788587778,8.784927626
"35.0025779761, -93.4112514229",Yell County,AR,35.00257798,-93.41125142,539,574,720,964,1024,72827,20263,948.84,21.356,-23,-130,-0.114,5.072,1.32,0.7518,0.076,64.37,2.562,10.01,0.0637,0.2986,1.125,18.27,1.094,0.0144,7.22,D+,77,D-,20.81,D,147692,829,564,46.986,764.2,-64.8,Landlord Friendly,8.706409458,429,8.625939967,2.170880602,9.9295938
"35.3955080611, -109.488828707",Apache County,AZ,35.39550806,-109.4888287,618,703,925,1233,1284,86544,66021,11218,5.885,47,-592,0.071,12.48,9.36,0.5761,0.0652,63.77,2.109,8.579,0.2949,1.564,8.199,52.67,1.094,0.321,22.49,F,74.76,D-,63.85,D-,95902,538,780,-31.026,952.6,414.6,Landlord Friendly,9.04871467,55,8.708441453,3.179552706,11.10174908
"31.8796370864, -109.751263137",Cochise County,AZ,31.87963709,-109.7512631,727,775,964,1370,1642,85610,125447,6219,20.172,-100,215,-0.08,2.426,0.7154,0.4738,0.0679,2.828,2.413,6.17,0.2823,0.4516,1.959,11.18,0.8668,0.2191,3.683,B,11.69,A,14.67,A-,246445,1383,990,39.697,1095.6,-287.4,Landlord Friendly,8.499424133,650,8.585188232,1.654220055,11.74175681
"35.8386956734, -111.770512718",Coconino County,AZ,35.83869567,-111.7705127,1227,1308,1615,1974,2387,86046,145101,18661,7.776,1280,-1040,0.882,2.575,0.7117,0.4794,0.108,9.052,2.488,5.384,0.2072,0.5257,8.802,16.43,1.387,0.3523,3.874,B-,17.13,B,27.5,C,537155,3014,1850,62.919,1702.2,-1311.8,Landlord Friendly,7.565029861,1325,8.372722179,1.690095815,11.88701686
"33.7997498678, -110.811737097",Gila County,AZ,33.79974987,-110.8117371,830,836,1100,1517,1522,85544,53272,4796,11.108,401,649,0.753,4.757,0.9135,0.4829,0.0247,13.58,2.075,3.348,0.3445,0.5005,5.509,13.05,1.136,0.3547,6.178,C-,19.35,B-,20.55,B,268554,1507,1018,48.035,1161,-346,Landlord Friendly,8.463784626,682,8.574178257,2.044332365,10.88814696
"32.9326627045, -109.887451628",Graham County,AZ,32.9326627,-109.8874516,845,850,1026,1458,1748,85546,38533,4641,8.303,-103,246,-0.267,2.681,0.6503,0.4787,0.0907,15.71,2.261,6.24,0.4174,0.2598,5.908,28.21,0.9117,0.0922,3.9,B-,24.63,C+,35.38,C-,211802,1189,856,38.902,1185.4,-3.6,Landlord Friendly,8.721848751,414,8.636858898,1.694881394,10.56614975
"33.2154016682, -109.240355413",Greenlee County,AZ,33.21540167,-109.2403554,639,846,955,1162,1288,85540,9563,1848,5.175,-75,-259,-0.784,4.866,0.8599,0.5183,0.0302,7.532,2.459,5.361,0.3137,1.332,6.891,16.52,0.8736,0.0639,6.274,C-,15.67,B,25.68,C+,130404,732,536,36.567,978,246,Landlord Friendly,8.925553011,151,8.680196004,2.056684555,9.193092479
